Unnamed: 0,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,latitude,longitude,Item_encoded
23,Albania,Maize,1994,25848,1485.0,201.0,16.96,41.000028,19.9999619,1
24,Albania,Potatoes,1994,81404,1485.0,201.0,16.96,41.000028,19.9999619,3
25,Albania,Soybeans,1994,7927,1485.0,201.0,16.96,41.000028,19.9999619,6
26,Albania,Wheat,1994,24745,1485.0,201.0,16.96,41.000028,19.9999619,8
27,Albania,Maize,1995,31300,1485.0,251.0,15.67,41.000028,19.9999619,1
28,Albania,Potatoes,1995,111323,1485.0,251.0,15.67,41.000028,19.9999619,3
29,Albania,Soybeans,1995,11791,1485.0,251.0,15.67,41.000028,19.9999619,6
30,Albania,Wheat,1995,28703,1485.0,251.0,15.67,41.000028,19.9999619,8
31,Albania,Maize,1996,32604,1485.0,313.96,15.64,41.000028,19.9999619,1
32,Albania,Potatoes,1996,106138,1485.0,313.96,15.64,41.000028,19.9999619,3
33,Albania,Soybeans,1996,15480,1485.0,313.96,15.64,41.000028,19.9999619,6
34,Albania,Wheat,1996,21741,1485.0,313.96,15.64,41.000028,19.9999619,8
35,Albania,Maize,1997,31862,1485.0,376.93,15.9,41.000028,19.9999619,1
36,Albania,Potatoes,1997,109874,1485.0,376.93,15.9,41.000028,19.9999619,3
37,Albania,Soybeans,1997,12768,1485.0,376.93,15.9,41.000028,19.9999619,6
38,Albania,Wheat,1997,28516,1485.0,376.93,15.9,41.000028,19.9999619,8
39,Albania,Maize,1998,33416,1485.0,439.89,16.27,41.000028,19.9999619,1
40,Albania,Potatoes,1998,127212,1485.0,439.89,16.27,41.000028,19.9999619,3
41,Albania,Soybeans,1998,14327,1485.0,439.89,16.27,41.000028,19.9999619,6
42,Albania,Wheat,1998,28037,1485.0,439.89,16.27,41.000028,19.9999619,8
43,Albania,Maize,1999,37455,1485.0,502.86,16.57,41.000028,19.9999619,1
44,Albania,Potatoes,1999,142018,1485.0,502.86,16.57,41.000028,19.9999619,3
45,Albania,Soybeans,1999,17143,1485.0,502.86,16.57,41.000028,19.9999619,6
46,Albania,Wheat,1999,24954,1485.0,502.86,16.57,41.000028,19.9999619,8
47,Albania,Maize,2000,38811,1485.0,565.82,16.67,41.000028,19.9999619,1
48,Albania,Potatoes,2000,141228,1485.0,565.82,16.67,41.000028,19.9999619,3
49,Albania,Soybeans,2000,15000,1485.0,565.82,16.67,41.000028,19.9999619,6
50,Albania,Wheat,2000,30455,1485.0,565.82,16.67,41.000028,19.9999619,8
51,Albania,Maize,2001,38135,1485.0,628.79,16.59,41.000028,19.9999619,1
52,Albania,Potatoes,2001,148818,1485.0,628.79,16.59,41.000028,19.9999619,3
53,Albania,Soybeans,2001,20000,1485.0,628.79,16.59,41.000028,19.9999619,6
54,Albania,Wheat,2001,28220,1485.0,628.79,16.59,41.000028,19.9999619,8
55,Albania,Maize,2002,39460,1485.0,691.75,16.47,41.000028,19.9999619,1
56,Albania,Potatoes,2002,153868,1485.0,691.75,16.47,41.000028,19.9999619,3
57,Albania,Soybeans,2002,20000,1485.0,691.75,16.47,41.000028,19.9999619,6
58,Albania,Wheat,2002,31617,1485.0,691.75,16.47,41.000028,19.9999619,8
59,Albania,Maize,2004,46197,1485.0,817.68,16.16,41.000028,19.9999619,1
60,Albania,Potatoes,2004,149346,1485.0,817.68,16.16,41.000028,19.9999619,3
61,Albania,Soybeans,2004,13333,1485.0,817.68,16.16,41.000028,19.9999619,6
62,Albania,Wheat,2004,31130,1485.0,817.68,16.16,41.000028,19.9999619,8
63,Albania,Maize,2005,45442,1485.0,880.64,15.67,41.000028,19.9999619,1
64,Albania,Potatoes,2005,167061,1485.0,880.64,15.67,41.000028,19.9999619,3
65,Albania,Soybeans,2005,17500,1485.0,880.64,15.67,41.000028,19.9999619,6
66,Albania,Wheat,2005,31582,1485.0,880.64,15.67,41.000028,19.9999619,8
67,Albania,Maize,2006,50111,1485.0,943.61,15.92,41.000028,19.9999619,1
68,Albania,Potatoes,2006,170745,1485.0,943.61,15.92,41.000028,19.9999619,3
69,Albania,Soybeans,2006,20000,1485.0,943.61,15.92,41.000028,19.9999619,6
70,Albania,Wheat,2006,30787,1485.0,943.61,15.92,41.000028,19.9999619,8
71,Albania,Maize,2007,46732,1485.0,1006.57,16.67,41.000028,19.9999619,1
72,Albania,Potatoes,2007,188902,1485.0,1006.57,16.67,41.000028,19.9999619,3
73,Albania,Soybeans,2007,20000,1485.0,1006.57,16.67,41.000028,19.9999619,6
74,Albania,Wheat,2007,35496,1485.0,1006.57,16.67,41.000028,19.9999619,8
75,Albania,Maize,2008,50000,1485.0,1069.54,16.71,41.000028,19.9999619,1
76,Albania,Potatoes,2008,193878,1485.0,1069.54,16.71,41.000028,19.9999619,3
77,Albania,Soybeans,2008,20000,1485.0,1069.54,16.71,41.000028,19.9999619,6
78,Albania,Wheat,2008,40168,1485.0,1069.54,16.71,41.000028,19.9999619,8
79,Albania,Maize,2009,55693,1485.0,1132.5,16.73,41.000028,19.9999619,1
80,Albania,Potatoes,2009,219780,1485.0,1132.5,16.73,41.000028,19.9999619,3
81,Albania,Soybeans,2009,16667,1485.0,1132.5,16.73,41.000028,19.9999619,6
82,Albania,Wheat,2009,40229,1485.0,1132.5,16.73,41.000028,19.9999619,8
83,Albania,Maize,2010,66790,1485.0,1311.17,16.52,41.000028,19.9999619,1
84,Albania,Potatoes,2010,231111,1485.0,1311.17,16.52,41.000028,19.9999619,3
85,Albania,Soybeans,2010,16667,1485.0,1311.17,16.52,41.000028,19.9999619,6
86,Albania,Wheat,2010,39905,1485.0,1311.17,16.52,41.000028,19.9999619,8
87,Albania,Maize,2011,59869,1485.0,1302.63,16.45,41.000028,19.9999619,1
88,Albania,Potatoes,2011,242211,1485.0,1302.63,16.45,41.000028,19.9999619,3
89,Albania,Soybeans,2011,18519,1485.0,1302.63,16.45,41.000028,19.9999619,6
90,Albania,Wheat,2011,42301,1485.0,1302.63,16.45,41.000028,19.9999619,8
91,Albania,Maize,2012,67290,1485.0,766.25,16.7,41.000028,19.9999619,1
92,Albania,Potatoes,2012,250538,1485.0,766.25,16.7,41.000028,19.9999619,3
93,Albania,Soybeans,2012,13333,1485.0,766.25,16.7,41.000028,19.9999619,6
94,Albania,Wheat,2012,41096,1485.0,766.25,16.7,41.000028,19.9999619,8
95,Albania,Maize,2013,69533,1485.0,982.32,17.41,41.000028,19.9999619,1
96,Albania,Potatoes,2013,260110,1485.0,982.32,17.41,41.000028,19.9999619,3
97,Albania,Soybeans,2013,10000,1485.0,982.32,17.41,41.000028,19.9999619,6
98,Albania,Wheat,2013,41292,1485.0,982.32,17.41,41.000028,19.9999619,8
99,Algeria,Maize,1990,16500,89.0,1828.92,17.48,28.0000272,2.9999825,1
100,Algeria,Potatoes,1990,78936,89.0,1828.92,17.48,28.0000272,2.9999825,3
101,Algeria,"Rice, paddy",1990,28000,89.0,1828.92,17.48,28.0000272,2.9999825,4
102,Algeria,Sorghum,1990,16571,89.0,1828.92,17.48,28.0000272,2.9999825,5
103,Algeria,Wheat,1990,6315,89.0,1828.92,17.48,28.0000272,2.9999825,8
104,Algeria,Maize,1991,19231,89.0,2461.8,16.26,28.0000272,2.9999825,1
105,Algeria,Potatoes,1991,90747,89.0,2461.8,16.26,28.0000272,2.9999825,3
106,Algeria,"Rice, paddy",1991,26786,89.0,2461.8,16.26,28.0000272,2.9999825,4
107,Algeria,Sorghum,1991,24231,89.0,2461.8,16.26,28.0000272,2.9999825,5
108,Algeria,Wheat,1991,10809,89.0,2461.8,16.26,28.0000272,2.9999825,8
109,Algeria,Maize,1992,22828,89.0,1215.47,16.27,28.0000272,2.9999825,1
110,Algeria,Potatoes,1992,107917,89.0,1215.47,16.27,28.0000272,2.9999825,3
111,Algeria,"Rice, paddy",1992,24733,89.0,1215.47,16.27,28.0000272,2.9999825,4
112,Algeria,Sorghum,1992,40000,89.0,1215.47,16.27,28.0000272,2.9999825,5
113,Algeria,Wheat,1992,9939,89.0,1215.47,16.27,28.0000272,2.9999825,8
114,Algeria,Maize,1993,12500,89.0,1021.89,17.0,28.0000272,2.9999825,1
115,Algeria,Potatoes,1993,111215,89.0,1021.89,17.0,28.0000272,2.9999825,3
116,Algeria,"Rice, paddy",1993,23111,89.0,1021.89,17.0,28.0000272,2.9999825,4
117,Algeria,Sorghum,1993,50000,89.0,1021.89,17.0,28.0000272,2.9999825,5
118,Algeria,Wheat,1993,8097,89.0,1021.89,17.0,28.0000272,2.9999825,8
119,Algeria,Maize,1994,4512,89.0,1255.02,17.88,28.0000272,2.9999825,1
120,Algeria,Potatoes,1994,95078,89.0,1255.02,17.88,28.0000272,2.9999825,3
121,Algeria,"Rice, paddy",1994,21374,89.0,1255.02,17.88,28.0000272,2.9999825,4
122,Algeria,Wheat,1994,7999,89.0,1255.02,17.88,28.0000272,2.9999825,8
123,Algeria,Maize,1995,16115,89.0,2697.09,17.36,28.0000272,2.9999825,1
124,Algeria,Potatoes,1995,136768,89.0,2697.09,17.36,28.0000272,2.9999825,3
125,Algeria,"Rice, paddy",1995,19598,89.0,2697.09,17.36,28.0000272,2.9999825,4
126,Algeria,Sorghum,1995,12667,89.0,2697.09,17.36,28.0000272,2.9999825,5
127,Algeria,Wheat,1995,8924,89.0,2697.09,17.36,28.0000272,2.9999825,8
128,Algeria,Maize,1996,17154,89.0,479.77,16.76,28.0000272,2.9999825,1
129,Algeria,Potatoes,1996,134629,89.0,479.77,16.76,28.0000272,2.9999825,3
130,Algeria,"Rice, paddy",1996,17861,89.0,479.77,16.76,28.0000272,2.9999825,4
131,Algeria,Sorghum,1996,14750,89.0,479.77,16.76,28.0000272,2.9999825,5
132,Algeria,Wheat,1996,13090,89.0,479.77,16.76,28.0000272,2.9999825,8
133,Algeria,Maize,1997,21417,89.0,401.22,17.84,28.0000272,2.9999825,1
134,Algeria,Potatoes,1997,141042,89.0,401.22,17.84,28.0000272,2.9999825,3
135,Algeria,"Rice, paddy",1997,15000,89.0,401.22,17.84,28.0000272,2.9999825,4
136,Algeria,Sorghum,1997,40000,89.0,401.22,17.84,28.0000272,2.9999825,5
137,Algeria,Wheat,1997,8016,89.0,401.22,17.84,28.0000272,2.9999825,8
138,Algeria,Maize,1998,17222,89.0,322.84,17.14,28.0000272,2.9999825,1
139,Algeria,Potatoes,1998,160256,89.0,322.84,17.14,28.0000272,2.9999825,3
140,Algeria,"Rice, paddy",1998,15000,89.0,322.84,17.14,28.0000272,2.9999825,4
141,Algeria,Sorghum,1998,24500,89.0,322.84,17.14,28.0000272,2.9999825,5
142,Algeria,Wheat,1998,8847,89.0,322.84,17.14,28.0000272,2.9999825,8
143,Algeria,Maize,1999,22375,89.0,654.45,17.97,28.0000272,2.9999825,1
144,Algeria,Potatoes,1999,153532,89.0,654.45,17.97,28.0000272,2.9999825,3
145,Algeria,"Rice, paddy",1999,13942,89.0,654.45,17.97,28.0000272,2.9999825,4
146,Algeria,Sorghum,1999,27000,89.0,654.45,17.97,28.0000272,2.9999825,5
147,Algeria,Wheat,1999,10711,89.0,654.45,17.97,28.0000272,2.9999825,8
148,Algeria,Maize,2000,36186,89.0,603.67,17.9,28.0000272,2.9999825,1
149,Algeria,Potatoes,2000,166143,89.0,603.67,17.9,28.0000272,2.9999825,3
150,Algeria,"Rice, paddy",2000,13052,89.0,603.67,17.9,28.0000272,2.9999825,4
151,Algeria,Sorghum,2000,69500,89.0,603.67,17.9,28.0000272,2.9999825,5
152,Algeria,Wheat,2000,9194,89.0,603.67,17.9,28.0000272,2.9999825,8
153,Algeria,Maize,2001,27175,89.0,710.11,18.13,28.0000272,2.9999825,1
154,Algeria,Potatoes,2001,147018,89.0,710.11,18.13,28.0000272,2.9999825,3
155,Algeria,"Rice, paddy",2001,12314,89.0,710.11,18.13,28.0000272,2.9999825,4
156,Algeria,Sorghum,2001,27750,89.0,710.11,18.13,28.0000272,2.9999825,5
157,Algeria,Wheat,2001,11104,89.0,710.11,18.13,28.0000272,2.9999825,8
158,Algeria,Maize,2002,33480,89.0,816.55,17.85,28.0000272,2.9999825,1
159,Algeria,Potatoes,2002,183774,89.0,816.55,17.85,28.0000272,2.9999825,3
160,Algeria,"Rice, paddy",2002,12959,89.0,816.55,17.85,28.0000272,2.9999825,4
161,Algeria,Sorghum,2002,33900,89.0,816.55,17.85,28.0000272,2.9999825,5
162,Algeria,Wheat,2002,10739,89.0,816.55,17.85,28.0000272,2.9999825,8
163,Algeria,Maize,2004,31729,89.0,3747.86,17.38,28.0000272,2.9999825,1
164,Algeria,Potatoes,2004,203585,89.0,3747.86,17.38,28.0000272,2.9999825,3
165,Algeria,"Rice, paddy",2004,12829,89.0,3747.86,17.38,28.0000272,2.9999825,4
166,Algeria,Sorghum,2004,43316,89.0,3747.86,17.38,28.0000272,2.9999825,5
167,Algeria,Wheat,2004,13582,89.0,3747.86,17.38,28.0000272,2.9999825,8
168,Algeria,Maize,2005,33864,89.0,3662.87,17.19,28.0000272,2.9999825,1
169,Algeria,Potatoes,2005,216267,89.0,3662.87,17.19,28.0000272,2.9999825,3
170,Algeria,"Rice, paddy",2005,12998,89.0,3662.87,17.19,28.0000272,2.9999825,4
171,Algeria,Sorghum,2005,33486,89.0,3662.87,17.19,28.0000272,2.9999825,5
172,Algeria,Wheat,2005,15057,89.0,3662.87,17.19,28.0000272,2.9999825,8
173,Algeria,Maize,2006,65668,89.0,4110.72,18.13,28.0000272,2.9999825,1
174,Algeria,Potatoes,2006,220689,89.0,4110.72,18.13,28.0000272,2.9999825,3
175,Algeria,"Rice, paddy",2006,12769,89.0,4110.72,18.13,28.0000272,2.9999825,4
176,Algeria,Sorghum,2006,56728,89.0,4110.72,18.13,28.0000272,2.9999825,5
177,Algeria,Wheat,2006,15068,89.0,4110.72,18.13,28.0000272,2.9999825,8
178,Algeria,Maize,2007,85625,89.0,5390.79,17.42,28.0000272,2.9999825,1
179,Algeria,Potatoes,2007,189927,89.0,5390.79,17.42,28.0000272,2.9999825,3
180,Algeria,"Rice, paddy",2007,13375,89.0,5390.79,17.42,28.0000272,2.9999825,4
181,Algeria,Sorghum,2007,119059,89.0,5390.79,17.42,28.0000272,2.9999825,5
182,Algeria,Wheat,2007,12742,89.0,5390.79,17.42,28.0000272,2.9999825,8
183,Algeria,Maize,2008,44714,89.0,11556.12,17.55,28.0000272,2.9999825,1
184,Algeria,Potatoes,2008,236393,89.0,11556.12,17.55,28.0000272,2.9999825,3
185,Algeria,"Rice, paddy",2008,13952,89.0,11556.12,17.55,28.0000272,2.9999825,4
186,Algeria,Sorghum,2008,61786,89.0,11556.12,17.55,28.0000272,2.9999825,5
187,Algeria,Wheat,2008,11038,89.0,11556.12,17.55,28.0000272,2.9999825,8
188,Algeria,Maize,2009,30914,89.0,3867.99,17.78,28.0000272,2.9999825,1
189,Algeria,Potatoes,2009,250764,89.0,3867.99,17.78,28.0000272,2.9999825,3
190,Algeria,"Rice, paddy",2009,14594,89.0,3867.99,17.78,28.0000272,2.9999825,4
191,Algeria,Sorghum,2009,90465,89.0,3867.99,17.78,28.0000272,2.9999825,5
192,Algeria,Wheat,2009,15975,89.0,3867.99,17.78,28.0000272,2.9999825,8
193,Algeria,Maize,2010,25827,89.0,1295.88,17.59,28.0000272,2.9999825,1
194,Algeria,Potatoes,2010,270526,89.0,1295.88,17.59,28.0000272,2.9999825,3
195,Algeria,"Rice, paddy",2010,15305,89.0,1295.88,17.59,28.0000272,2.9999825,4
196,Algeria,Sorghum,2010,30286,89.0,1295.88,17.59,28.0000272,2.9999825,5
197,Algeria,Wheat,2010,14838,89.0,1295.88,17.59,28.0000272,2.9999825,8
198,Algeria,Maize,2011,23374,89.0,13861.76,17.79,28.0000272,2.9999825,1
199,Algeria,Potatoes,2011,292806,89.0,13861.76,17.79,28.0000272,2.9999825,3
200,Algeria,"Rice, paddy",2011,16081,89.0,13861.76,17.79,28.0000272,2.9999825,4
201,Algeria,Sorghum,2011,100000,89.0,13861.76,17.79,28.0000272,2.9999825,5
202,Algeria,Wheat,2011,17405,89.0,13861.76,17.79,28.0000272,2.9999825,8
203,Algeria,Maize,2012,25583,89.0,17379.76,17.91,28.0000272,2.9999825,1
204,Algeria,Potatoes,2012,304291,89.0,17379.76,17.91,28.0000272,2.9999825,3
205,Algeria,"Rice, paddy",2012,16667,89.0,17379.76,17.91,28.0000272,2.9999825,4
206,Algeria,Sorghum,2012,206000,89.0,17379.76,17.91,28.0000272,2.9999825,5
207,Algeria,Wheat,2012,17639,89.0,17379.76,17.91,28.0000272,2.9999825,8
208,Algeria,Maize,2013,33649,89.0,17278.65,17.65,28.0000272,2.9999825,1
209,Algeria,Potatoes,2013,303218,89.0,17278.65,17.65,28.0000272,2.9999825,3
210,Algeria,"Rice, paddy",2013,17778,89.0,17278.65,17.65,28.0000272,2.9999825,4
211,Algeria,Sorghum,2013,60000,89.0,17278.65,17.65,28.0000272,2.9999825,5
212,Algeria,Wheat,2013,19100,89.0,17278.65,17.65,28.0000272,2.9999825,8
213,Angola,Cassava,1990,41177,1010.0,64.0,24.12,-11.8775768,17.5691241,0
214,Angola,Maize,1990,2736,1010.0,64.0,24.12,-11.8775768,17.5691241,1
215,Angola,Potatoes,1990,40000,1010.0,64.0,24.12,-11.8775768,17.5691241,3
216,Angola,"Rice, paddy",1990,9512,1010.0,64.0,24.12,-11.8775768,17.5691241,4
217,Angola,Sweet potatoes,1990,89342,1010.0,64.0,24.12,-11.8775768,17.5691241,7
218,Angola,Wheat,1990,7995,1010.0,64.0,24.12,-11.8775768,17.5691241,8
219,Angola,Cassava,1991,40295,1010.0,79.0,24.02,-11.8775768,17.5691241,0
220,Angola,Maize,1991,4013,1010.0,79.0,24.02,-11.8775768,17.5691241,1
221,Angola,Potatoes,1991,40000,1010.0,79.0,24.02,-11.8775768,17.5691241,3
222,Angola,"Rice, paddy",1991,10000,1010.0,79.0,24.02,-11.8775768,17.5691241,4
223,Angola,Sweet potatoes,1991,83001,1010.0,79.0,24.02,-11.8775768,17.5691241,7
224,Angola,Wheat,1991,8000,1010.0,79.0,24.02,-11.8775768,17.5691241,8
225,Angola,Cassava,1992,42295,1010.0,23.0,23.96,-11.8775768,17.5691241,0
226,Angola,Maize,1992,3778,1010.0,23.0,23.96,-11.8775768,17.5691241,1
227,Angola,Potatoes,1992,40000,1010.0,23.0,23.96,-11.8775768,17.5691241,3
228,Angola,"Rice, paddy",1992,9106,1010.0,23.0,23.96,-11.8775768,17.5691241,4
229,Angola,Sweet potatoes,1992,90000,1010.0,23.0,23.96,-11.8775768,17.5691241,7
230,Angola,Wheat,1992,8000,1010.0,23.0,23.96,-11.8775768,17.5691241,8
231,Angola,Cassava,1993,42295,1010.0,169.0,24.15,-11.8775768,17.5691241,0
232,Angola,Maize,1993,2627,1010.0,169.0,24.15,-11.8775768,17.5691241,1
233,Angola,Potatoes,1993,70000,1010.0,169.0,24.15,-11.8775768,17.5691241,3
234,Angola,"Rice, paddy",1993,8000,1010.0,169.0,24.15,-11.8775768,17.5691241,4
235,Angola,Sweet potatoes,1993,88095,1010.0,169.0,24.15,-11.8775768,17.5691241,7
236,Angola,Wheat,1993,8876,1010.0,169.0,24.15,-11.8775768,17.5691241,8
237,Angola,Cassava,1994,58596,1010.0,25.5,24.04,-11.8775768,17.5691241,0
238,Angola,Maize,1994,2463,1010.0,25.5,24.04,-11.8775768,17.5691241,1
239,Angola,Potatoes,1994,90000,1010.0,25.5,24.04,-11.8775768,17.5691241,3
240,Angola,"Rice, paddy",1994,8750,1010.0,25.5,24.04,-11.8775768,17.5691241,4
241,Angola,Sweet potatoes,1994,83192,1010.0,25.5,24.04,-11.8775768,17.5691241,7
242,Angola,Wheat,1994,10000,1010.0,25.5,24.04,-11.8775768,17.5691241,8
243,Angola,Cassava,1995,51000,1010.0,336.0,24.56,-11.8775768,17.5691241,0
244,Angola,Maize,1995,3517,1010.0,336.0,24.56,-11.8775768,17.5691241,1
245,Angola,Potatoes,1995,76738,1010.0,336.0,24.56,-11.8775768,17.5691241,3
246,Angola,"Rice, paddy",1995,14615,1010.0,336.0,24.56,-11.8775768,17.5691241,4
247,Angola,Sweet potatoes,1995,81138,1010.0,336.0,24.56,-11.8775768,17.5691241,7
248,Angola,Wheat,1995,11855,1010.0,336.0,24.56,-11.8775768,17.5691241,8
249,Angola,Cassava,1996,48077,1010.0,40.0,24.11,-11.8775768,17.5691241,0
250,Angola,Maize,1996,6993,1010.0,40.0,24.11,-11.8775768,17.5691241,1
251,Angola,Potatoes,1996,70000,1010.0,40.0,24.11,-11.8775768,17.5691241,3
252,Angola,"Rice, paddy",1996,17500,1010.0,40.0,24.11,-11.8775768,17.5691241,4
253,Angola,Sweet potatoes,1996,85455,1010.0,40.0,24.11,-11.8775768,17.5691241,7
254,Angola,Wheat,1996,13738,1010.0,40.0,24.11,-11.8775768,17.5691241,8
255,Angola,Cassava,1997,44205,1010.0,40.0,24.06,-11.8775768,17.5691241,0
256,Angola,Maize,1997,5959,1010.0,40.0,24.06,-11.8775768,17.5691241,1
257,Angola,Potatoes,1997,68571,1010.0,40.0,24.06,-11.8775768,17.5691241,3
258,Angola,"Rice, paddy",1997,20000,1010.0,40.0,24.06,-11.8775768,17.5691241,4
259,Angola,Sweet potatoes,1997,78098,1010.0,40.0,24.06,-11.8775768,17.5691241,7
260,Angola,Wheat,1997,15509,1010.0,40.0,24.06,-11.8775768,17.5691241,8
261,Angola,Cassava,1998,55728,1010.0,40.0,24.96,-11.8775768,17.5691241,0
262,Angola,Maize,1998,7396,1010.0,40.0,24.96,-11.8775768,17.5691241,1
263,Angola,Potatoes,1998,62724,1010.0,40.0,24.96,-11.8775768,17.5691241,3
264,Angola,"Rice, paddy",1998,20000,1010.0,40.0,24.96,-11.8775768,17.5691241,4
265,Angola,Sweet potatoes,1998,76256,1010.0,40.0,24.96,-11.8775768,17.5691241,7
266,Angola,Wheat,1998,17143,1010.0,40.0,24.96,-11.8775768,17.5691241,8
267,Angola,Cassava,1999,59821,1010.0,40.0,24.37,-11.8775768,17.5691241,0
268,Angola,Maize,1999,6361,1010.0,40.0,24.37,-11.8775768,17.5691241,1
269,Angola,Potatoes,1999,54597,1010.0,40.0,24.37,-11.8775768,17.5691241,3
270,Angola,"Rice, paddy",1999,14235,1010.0,40.0,24.37,-11.8775768,17.5691241,4
271,Angola,Sweet potatoes,1999,82865,1010.0,40.0,24.37,-11.8775768,17.5691241,7
272,Angola,Wheat,1999,17391,1010.0,40.0,24.37,-11.8775768,17.5691241,8
273,Angola,Cassava,2000,82992,1010.0,40.0,24.41,-11.8775768,17.5691241,0
274,Angola,Maize,2000,5745,1010.0,40.0,24.41,-11.8775768,17.5691241,1
275,Angola,Potatoes,2000,29885,1010.0,40.0,24.41,-11.8775768,17.5691241,3
276,Angola,"Rice, paddy",2000,13454,1010.0,40.0,24.41,-11.8775768,17.5691241,4
277,Angola,Sorghum,2000,3333,1010.0,40.0,24.41,-11.8775768,17.5691241,5
278,Angola,Soybeans,2000,2333,1010.0,40.0,24.41,-11.8775768,17.5691241,6
279,Angola,Sweet potatoes,2000,34938,1010.0,40.0,24.41,-11.8775768,17.5691241,7
280,Angola,Wheat,2000,17023,1010.0,40.0,24.41,-11.8775768,17.5691241,8
281,Angola,Cassava,2001,94072,1010.0,40.0,24.43,-11.8775768,17.5691241,0
282,Angola,Maize,2001,5754,1010.0,40.0,24.43,-11.8775768,17.5691241,1
283,Angola,Potatoes,2001,42552,1010.0,40.0,24.43,-11.8775768,17.5691241,3
284,Angola,"Rice, paddy",2001,13701,1010.0,40.0,24.43,-11.8775768,17.5691241,4
285,Angola,Sorghum,2001,3571,1010.0,40.0,24.43,-11.8775768,17.5691241,5
286,Angola,Soybeans,2001,2500,1010.0,40.0,24.43,-11.8775768,17.5691241,6
287,Angola,Sweet potatoes,2001,44458,1010.0,40.0,24.43,-11.8775768,17.5691241,7
288,Angola,Wheat,2001,16667,1010.0,40.0,24.43,-11.8775768,17.5691241,8
289,Angola,Cassava,2002,110071,1010.0,40.0,24.79,-11.8775768,17.5691241,0
290,Angola,Maize,2002,6706,1010.0,40.0,24.79,-11.8775768,17.5691241,1
291,Angola,Potatoes,2002,42754,1010.0,40.0,24.79,-11.8775768,17.5691241,3
292,Angola,"Rice, paddy",2002,13198,1010.0,40.0,24.79,-11.8775768,17.5691241,4
293,Angola,Sorghum,2002,3400,1010.0,40.0,24.79,-11.8775768,17.5691241,5
294,Angola,Soybeans,2002,2857,1010.0,40.0,24.79,-11.8775768,17.5691241,6
295,Angola,Sweet potatoes,2002,42190,1010.0,40.0,24.79,-11.8775768,17.5691241,7
296,Angola,Wheat,2002,15455,1010.0,40.0,24.79,-11.8775768,17.5691241,8
297,Angola,Cassava,2004,125605,1010.0,40.0,24.22,-11.8775768,17.5691241,0
298,Angola,Maize,2004,5404,1010.0,40.0,24.22,-11.8775768,17.5691241,1
299,Angola,Potatoes,2004,20150,1010.0,40.0,24.22,-11.8775768,17.5691241,3
300,Angola,"Rice, paddy",2004,11584,1010.0,40.0,24.22,-11.8775768,17.5691241,4
301,Angola,Sorghum,2004,3333,1010.0,40.0,24.22,-11.8775768,17.5691241,5
302,Angola,Soybeans,2004,3600,1010.0,40.0,24.22,-11.8775768,17.5691241,6
303,Angola,Sweet potatoes,2004,45360,1010.0,40.0,24.22,-11.8775768,17.5691241,7
304,Angola,Wheat,2004,12442,1010.0,40.0,24.22,-11.8775768,17.5691241,8
305,Angola,Cassava,2005,117628,1010.0,40.0,24.41,-11.8775768,17.5691241,0
